ID_Vuelo,Aerolinea,Origen,Destino,Fecha_Programada,Hora_Salida_UTC,Tipo_Avion,Capacidad_Pasajeros,Pasajeros_Reservados,Distancia_KM,Clase_Tarifa,Costo_Base,Impuestos
IB6334,FlyFast,CDG,SCL,2025-10-13,14:30,A320,180,112,1218,Negocios,2348.0,159.08
LA8401,FlyFast,LIM,BUE,2025-08-12,01:30,A320,180,146,3529,Primera,5955.99,421.6
DL2994,AirCorp,SCL,BUE,2025-06-01,01:30,B787,300,217,3547,Primera,6701.72,451.87
IB8183,FlyFast,BUE,JFK,2025-08-13,08:30,B737,210,138,1539,Negocios,1328.71,205.02
DL4512,AirCorp,BUE,FRA,2025-01-21,19:30,A380,550,339,3734,Negocios,1206.41,289.23
IB5890,AeroSky,SCL,MIA,2025-07-18,22:30,B737,210,162,4260,Económica,336.16,55.02
LA2112,AeroSky,MIA,JFK,2025-07-21,14:30,B737,210,206,2013,Negocios,1260.62,150.25
IB7793,AirCorp,BUE,MIA,2025-12-07,18:00,A380,550,465,4794,Económica,449.95,69.48
IB5769,FlyFast,FRA,BUE,2025-07-21,19:30,B787,300,183,7442,Económica,538.71,70.68
DL1258,GlobalAir,FRA,CDG,2025-01-31,10:30,B787,300,198,2161,Primera,3654.8,758.77
LA4160,AirCorp,MIA,FRA,2025-09-25,10:30,B737,210,175,3917,Negocios,2313.99,200.98
LA7457,AeroSky,FRA,JFK,2025-12-27,10:30,B737,210,165,4225,Económica,492.24,89.75
AA7962,AeroSky,MIA,BUE,2025-09-08,03:30,B737,210,149,2533,Primera,4666.42,502.06
IB129,FlyFast,MAD,FRA,2025-05-26,12:30,A320,180,168,3843,Negocios,2420.81,298.19
IB2898,AeroSky,CDG,MIA,2025-10-24,22:00,A380,550,526,4498,Primera,4170.79,477.3
AA7560,AeroSky,SCL,CDG,2025-04-09,02:00,B787,300,222,8938,Negocios,1242.74,254.83
LA544,FlyFast,JFK,MAD,2025-06-22,01:30,A320,180,149,2488,Económica,522.69,50.69
AA3542,AirCorp,SCL,JFK,2025-09-04,11:30,A320,180,127,4142,Económica,378.74,81.81
IB2523,AeroSky,BUE,CDG,2025-12-03,13:30,A320,180,152,3500,Económica,410.71,64.92
DL4814,GlobalAir,SCL,LIM,2025-02-02,02:30,B737,210,154,2415,Negocios,1138.15,254.94
DL4546,AirCorp,MAD,MIA,2025-07-02,13:00,A380,550,467,6984,Negocios,1747.85,278.86
AA5002,AeroSky,MIA,LIM,2025-10-14,00:30,A380,550,483,4835,Primera,7223.45,484.97
IB4934,GlobalAir,LIM,MIA,2025-01-21,07:30,A380,550,501,8306,Económica,194.98,87.73
AA2173,FlyFast,MIA,FRA,2025-12-27,07:30,A320,180,149,2168,Primera,5799.92,568.85
LA6030,GlobalAir,BUE,SCL,2025-04-28,22:30,B787,300,210,5006,Negocios,819.83,253.47
DL924,AirCorp,FRA,BUE,2025-05-07,07:30,A320,180,141,3265,Primera,6972.98,549.95
IB243,GlobalAir,FRA,BUE,2025-08-05,18:00,B737,210,138,1039,Primera,4901.64,664.59
LA2767,GlobalAir,FRA,SCL,2025-12-04,03:30,A380,550,442,7532,Negocios,1962.23,217.7
DL3602,AirCorp,JFK,BUE,2025-04-27,03:00,B737,210,164,1332,Negocios,947.71,162.6
IB7693,FlyFast,JFK,FRA,2025-07-10,15:30,B787,300,198,2002,Económica,193.59,89.74
AA2216,AeroSky,JFK,FRA,2025-03-30,20:00,B787,300,190,6784,Negocios,1755.25,277.28
AA4629,GlobalAir,MIA,CDG,2025-09-15,04:30,B787,300,238,9346,Económica,185.4,75.55
LA317,AirCorp,JFK,SCL,2025-02-02,20:30,A320,180,179,3431,Económica,231.84,55.02
DL6740,AirCorp,MIA,FRA,2025-07-25,18:30,B787,300,265,7468,Primera,5046.67,735.47
LA3153,FlyFast,FRA,MIA,2025-03-07,10:00,B787,300,291,9763,Económica,272.92,81.99
AA6595,AeroSky,SCL,MIA,2025-05-19,17:00,B787,300,219,3506,Económica,174.09,96.66
LA7517,AirCorp,BUE,SCL,2025-03-14,04:00,A380,550,356,6490,Negocios,1602.46,113.23
AA5086,AeroSky,JFK,FRA,2025-12-30,12:00,B737,210,157,2751,Primera,7028.56,537.42
LA7553,FlyFast,SCL,FRA,2025-03-20,13:30,B737,210,144,3139,Económica,194.03,59.69
AA3706,AirCorp,FRA,JFK,2025-06-09,07:30,A320,180,154,3072,Económica,542.93,75.68
LA8283,GlobalAir,MAD,SCL,2025-02-24,02:00,A320,180,179,4272,Económica,216.4,73.66
AA6410,GlobalAir,FRA,MAD,2025-06-07,04:00,B787,300,264,7731,Negocios,2184.9,128.32
LA5039,FlyFast,BUE,LIM,2025-04-19,19:30,A320,180,135,3996,Primera,7234.86,550.46
DL8522,AeroSky,MAD,LIM,2025-12-19,06:00,B737,210,209,1978,Económica,476.18,98.29
LA8643,FlyFast,SCL,BUE,2025-12-10,14:00,A380,550,382,2911,Económica,546.62,76.57
IB7176,GlobalAir,FRA,JFK,2025-10-07,14:30,B787,300,197,2229,Económica,362.47,95.9
DL7837,AirCorp,BUE,MIA,2025-03-05,12:00,B737,210,140,3706,Primera,4846.6,455.25
AA5484,AirCorp,LIM,CDG,2026-01-01,03:30,A320,180,112,1922,Negocios,1751.17,225.63
AA2353,FlyFast,FRA,MAD,2025-09-21,17:00,A380,550,357,8178,Primera,3039.73,489.3
AA6203,AeroSky,BUE,LIM,2025-06-25,17:30,B787,300,262,6004,Negocios,1227.1,132.95
DL3785,AeroSky,MAD,JFK,2025-08-23,04:30,B737,210,158,1644,Negocios,1389.41,280.85
AA4229,GlobalAir,FRA,CDG,2025-06-24,21:00,A320,180,172,602,Económica,360.48,70.24
DL6642,AirCorp,JFK,MAD,2025-01-05,02:00,B787,300,291,4111,Negocios,1489.32,225.91
LA838,GlobalAir,JFK,LIM,2025-03-26,19:00,B787,300,225,3781,Económica,421.8,95.95
LA7108,FlyFast,LIM,MAD,2025-10-29,19:30,B787,300,282,3364,Económica,161.92,92.09
DL2076,AeroSky,MAD,FRA,2025-04-26,01:30,B737,210,149,2055,Económica,191.97,59.74
AA3160,GlobalAir,CDG,MIA,2025-02-08,04:00,A380,550,415,6682,Negocios,1463.42,298.65
AA6774,AirCorp,SCL,FRA,2025-08-08,04:30,A320,180,111,3746,Negocios,1865.25,173.26
LA2549,AirCorp,CDG,MAD,2025-01-11,06:30,A320,180,149,3687,Económica,411.7,71.06
LA1666,AeroSky,SCL,LIM,2025-05-27,19:00,B787,300,235,6998,Negocios,1874.7,183.88
IB6983,GlobalAir,FRA,BUE,2025-11-08,14:00,B787,300,226,2954,Negocios,1685.28,107.63
LA7771,GlobalAir,JFK,LIM,2025-03-22,04:00,A320,180,167,2819,Primera,4641.76,615.97
IB2207,FlyFast,MIA,SCL,2025-07-25,11:30,A320,180,178,2515,Primera,5296.05,790.72
IB1121,AirCorp,MIA,SCL,2025-02-09,12:30,B737,210,132,2006,Primera,3708.5,577.94
IB2136,GlobalAir,MIA,BUE,2025-06-13,16:00,B737,210,166,2841,Negocios,1832.45,220.74
IB6344,GlobalAir,SCL,CDG,2025-01-06,20:00,A380,550,496,2879,Primera,6874.56,567.97
LA806,AirCorp,JFK,MAD,2025-08-21,17:30,A380,550,510,3379,Negocios,1111.62,194.31
DL8180,GlobalAir,BUE,MAD,2025-01-13,11:30,B737,210,172,2554,Primera,3009.57,516.86
DL8459,AirCorp,JFK,FRA,2025-04-27,15:30,A320,180,176,2176,Negocios,1313.81,232.94
IB6074,GlobalAir,MAD,CDG,2025-11-26,11:00,B787,300,243,7268,Económica,362.84,83.86
IB437,FlyFast,MIA,FRA,2025-04-14,07:00,A380,550,448,9423,Primera,4268.01,663.49
IB6022,GlobalAir,JFK,MAD,2025-11-19,00:30,B737,210,144,3603,Negocios,2177.23,162.11
DL2939,AirCorp,FRA,MAD,2025-05-18,05:30,B737,210,156,2448,Económica,423.43,88.89
LA7799,GlobalAir,MAD,BUE,2025-06-21,15:30,A380,550,430,7084,Económica,208.4,95.15
DL6882,GlobalAir,JFK,SCL,2025-12-25,10:30,B787,300,210,3613,Económica,275.27,51.66
LA2903,AeroSky,BUE,CDG,2025-04-05,19:30,B787,300,181,8635,Negocios,1060.51,276.95
LA1950,GlobalAir,LIM,JFK,2025-10-13,19:00,B787,300,284,8359,Primera,4753.7,720.79
AA8957,GlobalAir,BUE,SCL,2025-05-17,17:30,A380,550,428,8851,Económica,528.88,56.32
IB7549,AirCorp,BUE,MIA,2025-01-05,03:00,A320,180,110,2967,Primera,6738.94,554.3
DL1812,GlobalAir,JFK,MAD,2025-07-18,23:30,B737,210,173,4140,Económica,496.27,54.9
DL6824,GlobalAir,SCL,MAD,2025-10-28,23:30,B737,210,129,770,Primera,4568.81,488.0
DL8938,AirCorp,CDG,LIM,2025-05-31,04:30,B787,300,200,9586,Económica,268.08,73.81
IB3962,GlobalAir,LIM,MAD,2025-05-09,02:30,B737,210,199,2261,Primera,4024.33,341.24
IB2568,AirCorp,JFK,MAD,2025-06-26,05:00,A320,180,117,4143,Económica,591.03,98.74
AA9720,GlobalAir,FRA,MAD,2025-09-19,00:30,B737,210,202,3517,Primera,6963.4,405.78
LA5420,FlyFast,MAD,CDG,2025-05-30,15:30,A320,180,171,886,Primera,5652.62,664.95
AA5588,FlyFast,CDG,MAD,2025-09-06,00:30,A380,550,497,3083,Primera,3048.27,481.26
DL340,AirCorp,FRA,BUE,2025-04-19,03:30,B737,210,160,4181,Económica,224.72,97.64
AA3225,FlyFast,CDG,FRA,2025-01-28,07:00,B737,210,190,3185,Negocios,2213.87,193.83
DL2211,AirCorp,CDG,BUE,2025-11-16,00:00,B787,300,224,8433,Económica,371.81,57.83
AA5841,FlyFast,BUE,SCL,2025-09-05,02:00,A380,550,534,9880,Primera,6363.9,731.17
DL5455,FlyFast,FRA,JFK,2025-01-29,01:00,A380,550,491,4816,Económica,554.74,73.19
AA1396,FlyFast,LIM,BUE,2025-05-16,17:30,A380,550,408,9863,Primera,7883.36,405.43
LA3900,AeroSky,LIM,MAD,2025-02-15,05:30,B787,300,279,3944,Económica,247.57,59.87
IB6098,AirCorp,BUE,LIM,2025-12-02,19:30,A380,550,494,3507,Primera,4327.16,354.74
AA3175,AirCorp,CDG,BUE,2025-05-31,18:00,B737,210,192,626,Económica,299.8,56.97
IB2077,FlyFast,MAD,MIA,2025-09-20,14:00,B737,210,179,1395,Primera,4164.87,443.16
LA8649,GlobalAir,BUE,CDG,2025-09-10,21:00,B787,300,285,9956,Negocios,1408.18,136.31
LA2413,FlyFast,JFK,BUE,2025-11-19,16:00,B737,210,140,3400,Negocios,1274.69,228.54
DL7227,FlyFast,LIM,MAD,2025-03-08,02:30,B787,300,198,6351,Negocios,1870.51,224.04
IB1453,FlyFast,SCL,MIA,2025-05-29,19:00,A320,180,132,2010,Negocios,2392.58,154.39
LA6720,FlyFast,CDG,SCL,2025-04-23,19:00,A380,550,534,8484,Negocios,1094.58,104.33
AA8141,GlobalAir,MIA,JFK,2025-10-26,16:00,A380,550,542,7254,Primera,4234.2,304.02
IB3719,GlobalAir,SCL,CDG,2025-02-06,03:00,B787,300,292,5510,Económica,156.98,67.03
LA5464,AirCorp,SCL,FRA,2025-12-08,11:30,A380,550,373,8037,Negocios,2371.92,225.77
AA4348,GlobalAir,MIA,CDG,2025-08-11,10:00,B787,300,189,8816,Negocios,1033.35,202.29
DL8131,FlyFast,BUE,MIA,2025-12-09,10:00,B787,300,260,8938,Negocios,1400.25,144.18
AA7955,FlyFast,BUE,MIA,2025-08-26,21:00,A320,180,140,624,Negocios,1791.51,118.0
AA9349,GlobalAir,MIA,CDG,2026-01-01,18:30,A320,180,163,625,Negocios,1741.06,189.81
IB9364,FlyFast,LIM,MIA,2025-09-13,20:30,A320,180,146,4320,Primera,5516.46,674.78
AA6551,FlyFast,MIA,CDG,2025-09-09,23:00,A320,180,123,538,Primera,5641.71,532.7
LA8611,AirCorp,CDG,SCL,2025-07-10,07:30,B737,210,161,4245,Económica,347.82,75.03
IB7809,AeroSky,SCL,MIA,2025-02-02,14:30,B787,300,187,6760,Negocios,1264.5,256.64
LA3232,AeroSky,MIA,JFK,2025-01-10,22:00,B787,300,254,8267,Económica,334.29,84.38
IB6933,GlobalAir,SCL,MAD,2025-05-11,15:00,A380,550,450,8566,Económica,499.94,79.01
AA9968,FlyFast,MIA,MAD,2025-02-07,16:00,A320,180,118,3812,Primera,7476.04,620.35
AA7556,GlobalAir,FRA,BUE,2025-07-17,15:00,A380,550,388,8783,Económica,423.18,64.98
DL5393,AirCorp,BUE,JFK,2025-05-14,00:30,A320,180,116,3460,Negocios,2114.61,182.31
DL3216,AirCorp,SCL,JFK,2025-02-12,04:30,B737,210,174,3569,Primera,7954.78,404.61
DL4304,AeroSky,FRA,MAD,2025-10-16,17:00,B737,210,147,3868,Económica,541.41,83.48
DL3130,GlobalAir,JFK,MAD,2025-11-04,16:30,B737,210,186,1543,Negocios,2482.64,132.58
DL2961,FlyFast,LIM,MAD,2025-09-12,01:30,B787,300,265,6593,Primera,5061.18,619.56
DL7980,AirCorp,BUE,FRA,2025-06-18,23:00,A380,550,438,8605,Negocios,2055.8,264.03
LA3274,AirCorp,JFK,SCL,2025-03-01,08:30,B737,210,156,1874,Económica,204.11,70.53
IB8989,FlyFast,CDG,MAD,2025-06-30,01:00,A380,550,380,8299,Económica,325.5,99.45
DL354,AirCorp,CDG,JFK,2025-06-18,01:00,A320,180,131,3451,Primera,4733.43,514.72
LA9787,AeroSky,JFK,CDG,2025-08-12,01:00,B737,210,166,1810,Económica,533.54,79.12
IB5532,GlobalAir,SCL,FRA,2025-08-01,06:30,B787,300,289,7549,Negocios,2026.84,212.03
IB5440,FlyFast,MAD,BUE,2025-09-26,13:00,B787,300,233,2678,Económica,437.3,79.79
AA4752,AeroSky,FRA,BUE,2025-06-02,22:00,B737,210,152,1890,Primera,5462.98,768.43
DL1521,GlobalAir,BUE,CDG,2025-02-16,11:00,A380,550,447,8800,Económica,234.73,58.07
DL7153,AeroSky,FRA,MAD,2025-10-02,10:00,A320,180,178,4294,Negocios,2472.76,134.77
AA787,AeroSky,FRA,BUE,2025-03-27,07:30,B737,210,139,4078,Primera,7610.04,388.79
AA6819,AeroSky,MIA,LIM,2025-01-21,07:00,A380,550,525,2739,Primera,3267.76,347.11
DL4236,FlyFast,CDG,MIA,2025-07-16,10:30,A320,180,159,829,Primera,3864.92,660.44
IB1705,AeroSky,MAD,LIM,2025-03-02,13:30,B787,300,238,8482,Económica,239.68,82.33
DL6752,AirCorp,SCL,BUE,2025-05-29,10:30,A320,180,153,1020,Primera,6610.82,662.34
DL9770,AeroSky,JFK,CDG,2025-03-09,15:30,A320,180,121,1533,Primera,3749.14,571.53
AA7645,FlyFast,JFK,LIM,2025-06-21,15:00,B737,210,199,1986,Primera,4699.99,626.8
DL8338,AirCorp,MIA,CDG,2025-08-03,12:30,B787,300,264,4128,Negocios,1939.9,165.21
LA3279,FlyFast,LIM,FRA,2025-07-01,02:30,A320,180,132,4362,Primera,7439.6,526.97
LA2831,GlobalAir,MIA,JFK,2025-08-01,05:30,A320,180,168,3611,Primera,5533.04,675.51
DL9965,AeroSky,CDG,BUE,2025-09-13,12:00,A380,550,441,2885,Negocios,902.42,191.07
DL2225,GlobalAir,CDG,BUE,2025-07-13,13:30,B737,210,195,4131,Negocios,1742.96,189.43
IB6077,AirCorp,MIA,LIM,2025-04-04,03:30,A380,550,479,8354,Económica,392.99,67.77
LA6849,AirCorp,FRA,MIA,2025-06-09,10:30,A380,550,535,5307,Primera,6394.43,591.18
AA9221,GlobalAir,SCL,BUE,2025-10-26,22:30,B787,300,294,6175,Primera,4497.34,361.72
IB9262,GlobalAir,BUE,MIA,2025-03-23,23:00,B737,210,173,4158,Primera,4273.62,731.34
AA2513,AirCorp,SCL,FRA,2025-03-28,10:30,B787,300,279,5370,Económica,538.02,78.49
IB1380,AeroSky,LIM,FRA,2025-09-06,14:30,A380,550,359,9448,Negocios,1889.14,262.58
DL8349,GlobalAir,LIM,JFK,2025-04-27,00:30,B737,210,142,2244,Negocios,2022.27,216.67
AA2751,AeroSky,BUE,MAD,2025-06-29,02:00,B787,300,210,7698,Primera,3581.66,473.7
AA2356,AeroSky,LIM,BUE,2025-01-16,10:30,B737,210,203,960,Primera,4635.77,598.15
IB7203,GlobalAir,BUE,JFK,2025-02-04,14:30,B737,210,209,4468,Negocios,1673.35,249.24
IB8225,GlobalAir,SCL,MIA,2025-02-26,22:30,A320,180,165,2417,Negocios,1629.27,245.58
IB1490,GlobalAir,JFK,LIM,2025-11-15,18:30,B787,300,287,2272,Económica,298.34,96.84
LA5728,AirCorp,SCL,LIM,2025-09-26,18:30,B787,300,220,4778,Negocios,1735.23,223.64
AA3547,GlobalAir,CDG,LIM,2025-08-19,14:00,B737,210,187,1611,Económica,196.35,61.13
DL3300,GlobalAir,CDG,BUE,2025-01-10,03:00,B787,300,205,4094,Negocios,2414.99,140.69
LA6271,AeroSky,MIA,CDG,2025-09-16,03:30,A320,180,130,2549,Económica,356.99,91.01
IB2109,AeroSky,FRA,MIA,2025-04-28,19:30,A320,180,158,1236,Primera,4922.33,626.83
DL6273,AeroSky,CDG,MIA,2025-04-26,23:00,A380,550,515,7141,Negocios,1590.14,213.41
IB4135,GlobalAir,LIM,MAD,2025-06-20,02:30,B787,300,269,9094,Negocios,2249.1,284.88
AA813,GlobalAir,BUE,LIM,2025-07-12,04:00,A380,550,472,7318,Económica,298.16,57.95
LA6101,AirCorp,MAD,JFK,2025-10-10,02:00,B737,210,138,934,Primera,7299.61,582.73
LA7030,FlyFast,JFK,LIM,2025-03-16,04:30,A380,550,399,9529,Económica,542.78,85.65
AA6997,FlyFast,LIM,JFK,2025-02-03,10:30,B737,210,196,536,Negocios,1118.52,175.07
LA3386,GlobalAir,MIA,SCL,2025-06-06,06:00,A320,180,163,3784,Económica,428.66,54.28
AA8648,AeroSky,FRA,MIA,2025-09-19,14:30,A380,550,378,5951,Negocios,1306.95,260.43
IB9051,FlyFast,FRA,JFK,2025-02-04,02:30,B787,300,229,4804,Primera,4434.74,492.93
DL3248,FlyFast,BUE,MAD,2025-01-05,09:00,B737,210,186,1198,Primera,6931.39,522.66
DL4758,GlobalAir,FRA,MAD,2025-06-15,01:00,A320,180,156,2778,Negocios,933.98,150.59
LA1585,FlyFast,MIA,LIM,2025-11-03,05:00,B787,300,233,6252,Económica,215.72,81.41
DL7044,GlobalAir,FRA,MAD,2025-05-16,15:00,A380,550,537,3604,Primera,6492.03,628.95
LA8143,GlobalAir,FRA,MAD,2025-09-19,21:00,A380,550,409,9956,Primera,6128.29,633.4
AA9640,AirCorp,LIM,JFK,2025-03-20,15:30,B787,300,256,5059,Primera,7382.21,478.0
DL9570,AirCorp,CDG,BUE,2025-06-07,19:00,B787,300,230,9516,Negocios,1542.11,269.42
AA6506,AirCorp,SCL,JFK,2025-09-13,21:00,B787,300,294,6350,Económica,320.26,74.34
IB9675,FlyFast,CDG,JFK,2025-09-02,00:00,B787,300,246,5885,Primera,4800.98,794.64
AA6736,AirCorp,MAD,MIA,2025-08-07,03:00,A380,550,529,8849,Primera,5948.62,668.24
LA2432,GlobalAir,MIA,FRA,2025-01-10,04:30,A320,180,125,3024,Negocios,918.43,239.86
DL5948,AeroSky,MAD,CDG,2025-01-12,17:30,A380,550,429,4147,Negocios,905.25,155.82
DL6396,AirCorp,MAD,MIA,2025-05-27,22:30,A320,180,152,2621,Negocios,2292.69,275.07
LA1554,FlyFast,SCL,MIA,2025-03-02,15:30,B787,300,293,6478,Económica,535.18,51.54
AA7021,FlyFast,MIA,LIM,2025-07-22,17:00,A320,180,171,1456,Económica,300.98,74.03
LA6718,AeroSky,BUE,MIA,2025-11-15,01:00,B787,300,268,5955,Económica,443.0,94.66
AA3282,GlobalAir,BUE,CDG,2025-10-28,07:00,B737,210,136,3833,Primera,5604.41,486.87
DL751,AeroSky,FRA,MAD,2025-10-02,23:00,A380,550,391,4373,Económica,328.24,96.26
AA7956,AirCorp,MIA,BUE,2025-10-18,02:30,A380,550,407,2865,Económica,310.65,63.72
DL8136,FlyFast,JFK,MIA,2025-04-27,00:30,A320,180,135,993,Primera,4535.3,369.68
IB7845,AeroSky,MAD,JFK,2025-07-26,22:30,B737,210,163,3287,Económica,268.72,73.2
LA4208,AeroSky,MIA,BUE,2025-06-27,00:30,B787,300,184,4350,Económica,242.06,96.26
LA7931,GlobalAir,SCL,MIA,2025-12-15,01:30,B737,210,140,4398,Primera,3037.95,346.03
IB273,AeroSky,BUE,SCL,2025-12-07,14:30,B787,300,216,9874,Negocios,2278.24,213.33
LA656,AirCorp,SCL,BUE,2025-05-16,15:00,B787,300,207,3333,Económica,352.01,87.36
DL3518,FlyFast,JFK,BUE,2025-03-18,00:30,A380,550,434,8723,Primera,3356.69,554.46
IB6065,AeroSky,JFK,MIA,2025-01-03,04:30,A380,550,340,4821,Primera,7025.99,406.06
LA849,AirCorp,JFK,MIA,2025-07-19,20:30,A380,550,384,8670,Primera,6391.06,532.98
AA2564,FlyFast,BUE,FRA,2025-09-11,18:30,B737,210,131,4353,Negocios,1272.93,171.02
IB4636,GlobalAir,JFK,BUE,2025-08-11,07:30,B787,300,226,4955,Negocios,2103.79,242.7
IB8652,GlobalAir,FRA,BUE,2025-10-07,15:30,B737,210,152,3581,Negocios,1518.67,203.33
DL5019,AeroSky,MIA,MAD,2025-09-03,12:30,A380,550,370,2335,Primera,4763.23,567.35
DL3108,FlyFast,SCL,LIM,2025-04-18,06:00,A320,180,110,3829,Económica,427.87,75.2
AA5552,FlyFast,CDG,FRA,2025-04-09,08:30,A320,180,176,3894,Primera,7756.87,770.24
IB4351,GlobalAir,FRA,MIA,2025-11-02,10:00,A320,180,150,3152,Negocios,2216.24,167.27
IB5134,AirCorp,FRA,CDG,2025-07-20,20:00,A320,180,165,1301,Negocios,1738.23,226.72
IB3186,AirCorp,SCL,BUE,2025-07-08,18:00,A380,550,350,6536,Primera,6758.94,657.08
IB175,AeroSky,MAD,BUE,2025-10-12,04:00,B787,300,251,4992,Económica,327.7,93.17
LA2618,AeroSky,MAD,FRA,2025-04-06,21:30,B787,300,234,7920,Económica,165.12,60.43
DL4915,FlyFast,JFK,BUE,2025-12-06,00:00,A320,180,152,3402,Económica,333.4,69.77
AA3824,AeroSky,MAD,SCL,2025-01-22,12:00,B737,210,149,800,Negocios,2388.6,219.3
LA9707,FlyFast,LIM,MAD,2025-03-03,07:00,B787,300,239,7541,Primera,5898.1,569.54
LA8037,AeroSky,JFK,MIA,2025-02-23,08:30,B737,210,162,693,Primera,4029.59,722.61
IB9083,AeroSky,CDG,JFK,2025-09-16,04:30,A320,180,130,3891,Primera,6168.19,322.91
LA9573,AeroSky,JFK,FRA,2025-04-26,11:00,A320,180,148,1034,Económica,368.83,53.3
DL1244,FlyFast,MAD,LIM,2025-08-06,05:00,B787,300,214,6369,Económica,537.45,83.23
AA6949,AirCorp,CDG,JFK,2025-06-18,10:30,B737,210,206,4371,Económica,264.63,89.02
IB8387,AeroSky,MIA,CDG,2025-12-15,05:30,A380,550,417,6688,Económica,398.83,80.49
AA946,AirCorp,FRA,SCL,2025-04-29,04:30,A380,550,510,4002,Económica,296.21,53.23
IB5841,GlobalAir,FRA,SCL,2025-08-26,14:30,B737,210,136,3071,Económica,367.72,70.69
DL4081,AirCorp,FRA,CDG,2025-04-21,00:00,B787,300,218,6324,Económica,402.02,79.21
LA2781,FlyFast,MIA,SCL,2025-09-27,10:00,B737,210,204,3140,Primera,3891.5,537.02
DL8119,AeroSky,MAD,FRA,2025-08-20,15:30,A320,180,134,1780,Negocios,1399.9,221.04
AA3893,FlyFast,JFK,BUE,2025-09-13,04:30,B737,210,177,3526,Primera,3963.64,490.93
DL8062,GlobalAir,BUE,MIA,2025-06-12,12:00,B787,300,272,9440,Primera,3123.33,522.78
DL5077,FlyFast,FRA,CDG,2025-11-29,15:30,A380,550,415,8773,Económica,344.13,53.97
IB2041,AeroSky,MAD,MIA,2025-01-15,04:00,B787,300,235,7212,Económica,229.14,82.48
AA6090,AirCorp,MAD,JFK,2025-12-28,07:00,A320,180,163,1493,Primera,3852.9,389.16
IB1323,AirCorp,FRA,BUE,2025-05-27,02:30,B787,300,200,8266,Económica,287.81,76.66
AA3620,AeroSky,FRA,JFK,2025-06-04,03:30,A380,550,472,2765,Negocios,1931.78,200.01
DL1349,GlobalAir,FRA,JFK,2026-01-01,03:30,B787,300,192,2696,Negocios,947.97,236.14
AA8682,AeroSky,JFK,LIM,2025-08-03,12:00,B787,300,257,3622,Económica,371.54,75.77
AA8685,AirCorp,LIM,CDG,2025-03-11,09:30,A380,550,484,8575,Primera,6696.76,780.35
LA8195,FlyFast,MAD,FRA,2025-10-08,22:00,A320,180,150,3304,Primera,7651.29,735.48
LA3355,GlobalAir,CDG,JFK,2025-05-21,07:30,A380,550,456,7561,Primera,6046.48,687.5
AA6733,AeroSky,CDG,JFK,2025-09-20,16:30,A320,180,176,2837,Económica,241.23,78.8
DL1136,AirCorp,CDG,MAD,2025-01-16,19:00,B787,300,231,7468,Económica,222.14,68.93
AA1259,AirCorp,SCL,BUE,2025-06-07,04:00,A320,180,139,1112,Primera,6119.55,531.87
AA5409,GlobalAir,SCL,JFK,2025-03-27,03:30,A380,550,352,2665,Negocios,1517.1,283.14
LA8311,GlobalAir,MIA,JFK,2025-08-21,08:30,A320,180,176,670,Primera,7016.41,372.84
DL6029,AeroSky,FRA,SCL,2025-12-27,07:00,A320,180,115,727,Económica,236.09,64.31
IB9458,FlyFast,MAD,FRA,2025-11-02,02:30,B737,210,182,2144,Económica,280.64,53.99
DL4844,GlobalAir,CDG,BUE,2025-07-03,11:30,B787,300,223,3825,Económica,201.17,93.68
AA3379,AirCorp,LIM,CDG,2025-04-03,20:30,A380,550,397,6808,Negocios,2416.78,197.4
IB7293,AeroSky,FRA,MAD,2025-06-09,02:30,B737,210,147,1993,Negocios,1958.08,194.36
IB5192,AirCorp,LIM,BUE,2025-08-25,22:00,B787,300,285,9485,Primera,3087.11,464.54
DL6689,FlyFast,LIM,JFK,2025-11-07,13:00,A380,550,445,8520,Negocios,1754.69,223.31
IB2878,AirCorp,JFK,SCL,2025-01-28,09:00,B737,210,187,3838,Negocios,2207.05,240.02
AA7647,AeroSky,BUE,MIA,2025-04-06,08:30,B737,210,133,1651,Primera,3372.94,672.49
AA9568,AeroSky,CDG,LIM,2025-03-25,22:30,B787,300,235,6401,Negocios,2169.93,151.4
AA589,AirCorp,JFK,FRA,2025-07-20,08:30,A320,180,179,1338,Negocios,2459.52,214.5
IB2271,AirCorp,FRA,MIA,2025-08-03,14:00,A380,550,348,9483,Económica,348.52,90.95
IB1127,FlyFast,JFK,CDG,2025-06-17,14:30,A320,180,149,629,Económica,349.78,94.02
AA5079,FlyFast,CDG,LIM,2025-11-14,05:00,B737,210,197,1488,Primera,5360.17,709.64
AA9479,AirCorp,CDG,MAD,2025-06-25,22:00,A320,180,161,1282,Negocios,1978.68,272.75
DL9867,FlyFast,JFK,BUE,2025-12-18,10:00,A320,180,113,3257,Negocios,1300.58,290.82
AA9650,AeroSky,LIM,BUE,2025-07-29,11:00,A320,180,115,3748,Económica,434.0,99.44
LA2911,FlyFast,LIM,JFK,2025-09-22,18:00,A380,550,505,4622,Primera,6222.8,767.04
LA7364,AirCorp,JFK,FRA,2025-05-11,08:30,A380,550,527,2045,Económica,153.32,99.61
IB5861,AeroSky,JFK,SCL,2025-07-04,09:30,B737,210,190,4343,Económica,225.94,66.32
AA9235,GlobalAir,CDG,JFK,2025-01-10,09:00,B737,210,146,1063,Económica,232.55,64.82
